8,42.68
10,47.56
12,50.00
14,51.22
16,48.17
18,49.39
20,53.05
22,47.56
24,54.88
26,50.61
28,49.39
30,53.66
32,48.78
34,51.83
36,48.17
38,52.44
40,50.00
42,49.39
44,51.83
46,51.22
48,52.44
50,51.22
52,48.17
54,51.22
56,51.83
58,50.61
60,50.61
62,49.39
64,51.22
66,51.22
68,51.22
70,51.22
72,50.00
74,51.83
76,50.00
78,52.44
80,49.39
